required_skills,candidate_skills,expected_gap
"Leadership, Bookkeeping, Key Account Management, Computer Vision, Product Management, Performance Marketing, Advocate, Talent Acquisition, Go","Bookkeeping, Computer Vision, Go, Java, Key Account Management, Leadership, Linux, Performance Marketing, Portfolio Management, Product Management, Spark, Talent Acquisition",Advocate
"Portfolio Management, Hadoop, Employee Engagement, Contract Drafting, Sales, Data Engineering","Business Development, Contract Drafting, Data Engineering, Employee Engagement, Hadoop, Performance Marketing, Portfolio Management, Salesforce, TypeScript",
"IFRS, PyTorch, Vue, Process Improvement, B2C Sales, .NET Core","ASP.NET, B2C Sales, Corporate Finance, IFRS, Physician, Process Improvement, PyTorch, Radiology, React, Supply Chain Management, Vue",
"Performance Management, Employee Engagement, Market Research, Physician, Surgery, Recruitment, Kotlin","Bookkeeping, Employee Engagement, Kotlin, Market Research, Performance Management, Recruitment, Surgery",Physician
"Social Media Marketing, Valuation, Equity Research, Java, Django, Performance Management, NLP, Diagnosis, Computer Vision, Internal Medicine","Azure, Data Analysis, Diagnosis, Django, Docker, Equity Research, Internal Medicine, Java, NLP, Performance Management, Social Media Marketing","Valuation, Computer Vision"
"TensorFlow, Sales, PHP, Mediation, PyTorch, Advocate","Advocate, Closing Deals, Mediation, PHP, PyTorch, React, Risk Management, Sales, Talent Acquisition, TensorFlow",
"Vue, Flask, Pediatrics, Kotlin, Legal Research, Prospecting, Stakeholder Management, Audit, Medical Practitioner","Audit, Legal Research, Medical Ethics, Medical Practitioner, Pediatrics, Prospecting, Vue","Flask, Kotlin, Stakeholder Management"
"Go, Investment Analysis, Salesforce, Team Leadership, Node.js, Email Marketing, Stakeholder Management, Process Improvement, Google Cloud, Critical Thinking","Critical Thinking, GAAP, GCP, Go, Investment Analysis, Node.js, Process Improvement, Stakeholder Management","Salesforce, Team Leadership, Email Marketing"
"Lead Generation, Leadership, Litigation, PHP, FastAPI, HR, SQL","Jenkins, Leadership, Litigation, PHP, Prospecting, SQL","FastAPI, HR"
"Tableau, Scrum, Java, Market Research, Taxation, Google Ads, Investment Analysis","Certified Public Accountant, Change Management, Communication, Google Ads, Investment Analysis, Java, Market Research, Negotiation, Spark, Tableau, Taxation",Scrum
"Scrum, Clinical Research, Content Marketing, IFRS, Compensation and Benefits, Performance Management, Data Analysis, Pediatrics, Data Engineering, Hadoop","Clinical Research, Compensation and Benefits, Compliance, Content Marketing, Diagnosis, Digital Marketing, Hadoop, Pediatrics, Performance Management, Scrum, Teamwork, Valuation","IFRS, Data Analysis, Data Engineering"
"Closing Deals, Program Management, Lead Generation, Git, Internal Medicine, Email Marketing, Adaptability, Scrum, Social Media Marketing","Adaptability, Business Development, Closing Deals, Email Marketing, Git, Internal Medicine, Lead Generation, Performance Management, Project Management, Scrum, Social Media Marketing",
"SEM, Content Marketing, Corporate Finance, Python, Attorney, Deep Learning, .NET, Kubernetes",".NET, Attorney, B2C Sales, Chartered Accountant, Content Marketing, Corporate Finance, Kubernetes, Python, SEM",Deep Learning
"Intellectual Property Law, Online Marketing, Litigation, Data Engineering, Product Management, Scrum, Compliance","Budgeting, Compliance, Data Engineering, Intellectual Property Law, Litigation, Online Marketing, Product Management, Scrum",
"Prospecting, Key Account Management, DevOps, Django, Vue, Kubernetes, Cardiology","Adaptability, Cardiology, DevOps, Docker, Prospecting, Vue","Key Account Management, Django"
"Salesforce, Data Warehousing, Certified Public Accountant, Content Marketing, Employee Engagement, AWS, GAAP, Vue, NLP, GCP","AWS, Accounting, B2B Sales, Content Marketing, Data Warehousing, GAAP, Medical Ethics, Vue","Salesforce, Employee Engagement, NLP, GCP"
"Valuation, Online Marketing, Product Management, Talent Acquisition, CA, Teamwork, Google Cloud","Agile, CA, Product Management, Talent Acquisition, Teamwork, Valuation","Online Marketing, Google Cloud"
"B2C Sales, Medical Ethics, Teamwork, Data Warehousing, Content Marketing, Kotlin, Derivatives","Account Executive, Arbitration, Budgeting, Content Marketing, Data Warehousing, Derivatives, FastAPI, Jenkins, Teamwork","B2C Sales, Medical Ethics, Kotlin"
"Medical Ethics, Program Management, Advocate, Data Engineering, Investment Analysis, Tableau, Kotlin","Clinical Research, Containerization, Data Engineering, Financial Analysis, Kotlin, Lawyer, Medical Practitioner, Project Management, Risk Management, Sales, Tableau",Medical Ethics
"ASP.NET, Logistics, Recruitment, SQL, Advocate, Derivatives, C#","ASP.NET, C#, Derivatives, Lawyer, MLOps, Recruitment, SQL",Logistics
"Node.js, Intellectual Property Law, R, Python, Sales, Swift, Spark","Account Executive, Adaptability, Angular, Intellectual Property Law, R, Spark, Swift","Node.js, Python"
"Node.js, Account Executive, Change Management, CRM, Jenkins, CA, SQL, Orthopedics, Contract Drafting","Arbitration, B2B Sales, Business Development, CA, CRM, Change Management, Jenkins, Node.js, Orthopedics, SQL",Contract Drafting
"Clinical Research, SEM, Recruitment, Data Engineering, Email Marketing, Program Management","Cardiology, Data Engineering, Email Marketing, Human Resources, Negotiation, Patient Examination, Portfolio Management, Project Management, SEM","Clinical Research, Recruitment"
"Recruitment, Compensation and Benefits, Data Engineering, Presentation Skills, Google Ads, PHP, Accounting","Accounting, Compensation and Benefits, Data Engineering, Google Ads, Human Resources, JavaScript, Recruitment, Surgery, Valuation","Presentation Skills, PHP"
"NoSQL, Chartered Accountant, Creativity, Performance Marketing, Prospecting, Strategic Planning","Agile, Certified Public Accountant, Chartered Accountant, Creativity, Go, Lead Generation, Linux, NoSQL, Strategic Planning",Performance Marketing
"Criminal Law, Advocate, Arbitration, C++, Compliance, Online Marketing, Financial Reporting, Investment Analysis, Cardiology, Legal Research","Advocate, C++, Cardiology, Compliance, Containerization, Criminal Law, Financial Reporting, Go, Investment Analysis, Leadership, Legal Research, Online Marketing",Arbitration
"B2C Sales, Bookkeeping, Adaptability, CRM, .NET Core, Compensation and Benefits, Taxation",".NET Core, Adaptability, Bookkeeping, CRM, Clinical Research, Compensation and Benefits, Recruitment, Taxation",B2C Sales
"Risk Management, SQL, Patient Examination, Intellectual Property Law, IFRS, Valuation, Pediatrics, SEM, Human Resources, Market Research",".NET, IFRS, Intellectual Property Law, Market Research, Patient Examination, Pediatrics, Performance Management, Risk Management, SQL, Surgery, Valuation","SEM, Human Resources"
"Recruitment, Equity Research, Data Engineering, Deep Learning, Medical Ethics, Creativity","Civil Law, Creativity, Data Engineering, Lead Generation, Machine Learning, Medical Ethics, Presentation Skills, Process Improvement, Recruitment, Swift",Equity Research
".NET Core, SEM, Logistics, Derivatives, Lead Generation, SQL, Medical Practitioner",".NET Core, Accounting, Content Marketing, Derivatives, Logistics, Medical Practitioner, Performance Management, SEO, SQL",Lead Generation
"Accounting, React, Power BI, HR, Certified Public Accountant, Email Marketing, Portfolio Management, NLP, Negotiation, Intellectual Property Law","Accounting, Angular, Certified Public Accountant, Email Marketing, HR, Intellectual Property Law, Leadership, NLP, Negotiation, Node.js, Portfolio Management, Power BI, React, Strategic Planning",
"Talent Acquisition, Hadoop, Patient Examination, Jenkins, Process Improvement, Data Warehousing, Lawyer, Taxation, Performance Marketing, Employee Engagement",".NET Core, Hadoop, Jenkins, Lawyer, Performance Marketing, Process Improvement, Talent Acquisition, Team Leadership","Patient Examination, Data Warehousing, Taxation, Employee Engagement"
"Key Account Management, Negotiation, Flask, Product Management, Financial Analysis, Email Marketing, Compliance, Doctor","Email Marketing, Financial Analysis, Flask, Key Account Management, Medical Practitioner, Negotiation, Product Management, Ruby",Compliance
"Brand Strategy, Intellectual Property Law, Human Resources, Civil Law, Performance Management, Pediatrics, Orthopedics, Internal Medicine, Accounting, Certified Public Accountant","AWS, Brand Strategy, Chartered Accountant, Containerization, Human Resources, Intellectual Property Law, Internal Medicine, Kotlin, Orthopedics, Performance Management","Civil Law, Pediatrics"
"Lawyer, Tableau, Problem Solving, Budgeting, CA, Content Marketing, Kotlin","Advocate, Budgeting, Content Marketing, Equity Research, Kotlin, Problem Solving, Tableau",CA
"Budgeting, Derivatives, PHP, Orthopedics, TypeScript, Jenkins, Certified Public Accountant, Market Research, JavaScript, Doctor","Budgeting, Clinical Research, Data Analysis, Derivatives, Google Cloud, Internal Medicine, JavaScript, Jenkins, Market Research, Orthopedics, PHP, TypeScript","Certified Public Accountant, Doctor"
"Communication, Marketing Analytics, Sales, Git, Internal Medicine, Time Management, Email Marketing, Swift","Communication, Email Marketing, Git, Internal Medicine, Lawyer, Marketing Analytics, Product Management, Sales, Swift, Time Management",
"Tableau, Internal Medicine, Orthopedics, AWS, NLP, CA, Team Leadership, ETL, Strategic Planning, Account Executive","AWS, Account Executive, Criminal Law, Internal Medicine, NLP, Orthopedics, Tableau, Team Leadership","CA, ETL, Strategic Planning"
"Adaptability, React, B2B Sales, Budgeting, Legal Research, CRM, Salesforce, Doctor","Adaptability, Agile, B2B Sales, Budgeting, CRM, Doctor, Legal Research, Litigation, React, Salesforce",
"Strategic Planning, GAAP, Risk Management, Sales, Talent Acquisition, C#, React, Compensation and Benefits, Creativity","Account Executive, C#, Compensation and Benefits, GAAP, Patient Examination, Process Improvement, React, Risk Management, Strategic Planning","Talent Acquisition, Creativity"
"Accounting, R, Terraform, Compensation and Benefits, PHP, .NET, Corporate Finance",".NET, Account Executive, CA, PHP, R, Terraform","Compensation and Benefits, Corporate Finance"
"Civil Law, Docker, SEO, Salesforce, C++, Human Resources","C++, Civil Law, Docker, GAAP, Human Resources, SEM, Salesforce, Supply Chain Management",
"Data Warehousing, Compensation and Benefits, Power BI, Terraform, Communication, Litigation, Recruitment, Derivatives","AWS, Accounting, Derivatives, Lawyer, Litigation, Physician, Power BI, Recruitment, Terraform","Data Warehousing, Compensation and Benefits, Communication"
"Node.js, Compliance, Intellectual Property Law, Communication, Adaptability, Financial Analysis, R, Leadership, Brand Strategy","Adaptability, Brand Strategy, Communication, Compliance, Google Ads, Intellectual Property Law, Investment Analysis, Leadership, Node.js, R",
"Creativity, Portfolio Management, Intellectual Property Law, Hadoop, Spark, CI/CD, Business Development","Business Development, CI/CD, Hadoop, Intellectual Property Law, Negotiation Skills, Spark, Surgery","Creativity, Portfolio Management"
"Corporate Finance, Scrum, Attorney, Time Management, Human Resources, Agile, Financial Analysis, Project Management, HR","Advocate, Agile, Business Development, Corporate Finance, Financial Analysis, HR, Human Resources, Project Management, Time Management",Scrum
"Attorney, Problem Solving, ETL, Bookkeeping, Leadership, Node.js, Arbitration","Arbitration, Attorney, Azure, Bookkeeping, Leadership, Node.js, Problem Solving",ETL
"Attorney, Tableau, Containerization, Spring Boot, Problem Solving, Compensation and Benefits, Arbitration, Marketing Analytics, Cardiology","Arbitration, Cardiology, Marketing Analytics, Physician, Problem Solving, Spring Boot, Tableau","Attorney, Containerization, Compensation and Benefits"
"Taxation, Intellectual Property Law, Radiology, Tableau, Audit, Recruitment, Internal Medicine","Audit, C#, Intellectual Property Law, Internal Medicine, Radiology, SEO, SQL, Tableau, Taxation",Recruitment
"Radiology, Tableau, JavaScript, Performance Marketing, Terraform, Investment Analysis, Project Management","Django, Financial Analysis, Google Cloud, Physician, Program Management, Radiology, Tableau, Terraform","JavaScript, Performance Marketing"
"Supply Chain Management, MLOps, C++, Marketing Analytics, Stakeholder Management, Python, Mediation, Adaptability, Risk Management, Employee Engagement","C++, Employee Engagement, Flask, MLOps, Marketing Analytics, Program Management, Risk Management, Stakeholder Management, Supply Chain Management","Python, Mediation, Adaptability"
"Human Resources, PHP, Digital Marketing, Legal Research, Arbitration, Advocate, Google Ads, Financial Analysis, Medical Ethics","Attorney, Data Warehousing, Digital Marketing, Financial Analysis, Google Ads, Human Resources, Key Account Management, Legal Research, PHP, Ruby, Swift","Arbitration, Medical Ethics"
"Recruitment, IFRS, Performance Marketing, Bookkeeping, PyTorch, Containerization, Power BI","Chartered Accountant, IFRS, Kubernetes, Performance Marketing, Power BI, PyTorch, Recruitment",Bookkeeping
"Email Marketing, Swift, Chartered Accountant, Corporate Law, Compensation and Benefits, Internal Medicine","Chartered Accountant, Compensation and Benefits, Corporate Law, Email Marketing, Internal Medicine, Leadership, Salesforce, Swift, Vue",
"Financial Reporting, Deep Learning, Employee Engagement, Content Marketing, Compensation and Benefits, Data Engineering, Java, Angular, Equity Research, Google Cloud","Change Management, Compensation and Benefits, Content Marketing, Data Engineering, Deep Learning, Employee Engagement, Equity Research, Financial Reporting, Java, Spark","Angular, Google Cloud"
"Attorney, Containerization, Teamwork, Equity Research, Lead Generation, Leadership, Go","Equity Research, Go, Lead Generation, Leadership, Medical Ethics, Performance Management, Portfolio Management, Teamwork","Attorney, Containerization"
"Contract Drafting, Vue, Content Marketing, Stakeholder Management, Strategic Planning, Physician, Accounting, JavaScript, Ruby","Accounting, Advocate, C++, Content Marketing, Contract Drafting, Criminal Law, JavaScript, Physician, Power BI, Stakeholder Management, Strategic Planning, Terraform, Vue",Ruby
"Negotiation, Flask, Machine Learning, Pediatrics, PHP, Intellectual Property Law, Advocate, Containerization, Communication, Equity Research","AWS, Advocate, Containerization, Deep Learning, Flask, Intellectual Property Law, Negotiation, Pediatrics, Presentation Skills","PHP, Communication, Equity Research"
"Deep Learning, C#, Critical Thinking, Mediation, Contract Drafting, Medical Ethics","Advocate, C#, Contract Drafting, Critical Thinking, Deep Learning, Mediation, Medical Ethics, Process Improvement, Social Media Marketing",
"Compliance, HR, Python, Pediatrics, Docker, Time Management, Bookkeeping, Corporate Law","Bookkeeping, Clinical Research, Compliance, Corporate Law, Criminal Law, Digital Marketing, HR, Time Management","Python, Pediatrics, Docker"
"Marketing Analytics, Vue, Legal Research, Market Research, Negotiation Skills, Java, Presentation Skills, Accounting, Prospecting, Arbitration","Arbitration, Audit, Java, Legal Research, Negotiation Skills, Presentation Skills, Prospecting, SEO, Vue","Marketing Analytics, Market Research, Accounting"
"Git, Creativity, Data Warehousing, Arbitration, Compliance, Terraform","C++, Compliance, Data Warehousing, Forecasting, Git, Investment Analysis, Spring Boot, Swift, Terraform","Creativity, Arbitration"
"GCP, Budgeting, Cardiology, C++, NoSQL, Go, Angular, Time Management, .NET",".NET, Angular, C++, Cardiology, Go, Investment Analysis, Lead Generation, Product Management, Time Management","GCP, Budgeting, NoSQL"
"Problem Solving, Social Media Marketing, Ruby, Agile, B2B Sales, Kubernetes, Digital Marketing, Containerization, Critical Thinking","Agile, Angular, Azure, B2B Sales, Containerization, Critical Thinking, Kubernetes, Lawyer, Problem Solving, Prospecting, Ruby, Spark","Social Media Marketing, Digital Marketing"
"Adaptability, NoSQL, PyTorch, Audit, Salesforce, C++","Adaptability, Audit, Brand Strategy, Business Development, C++, Critical Thinking, DevOps, NoSQL, PyTorch, R, Salesforce",
"Patient Examination, Compliance, Cardiology, Attorney, Doctor, SQL, Computer Vision, Project Management, Critical Thinking, Forecasting","Advocate, Computer Vision, Critical Thinking, Doctor, Forecasting, Power BI, SQL, Salesforce, TypeScript","Patient Examination, Compliance, Cardiology, Project Management"
"Docker, Training and Development, PyTorch, Criminal Law, Brand Strategy, NLP, Teamwork, Tableau, Patient Examination, C#","AWS, Brand Strategy, C#, Criminal Law, Docker, NLP, Node.js, Patient Examination, PyTorch, Tableau, Training and Development",Teamwork
"Training and Development, Intellectual Property Law, .NET, Accounting, Medical Practitioner, Patient Examination, Corporate Law, Surgery, Talent Acquisition",".NET Core, B2C Sales, Certified Public Accountant, Clinical Research, Corporate Law, Equity Research, Intellectual Property Law, Medical Practitioner, Patient Examination, Ruby, Talent Acquisition, Training and Development",Surgery
"Compensation and Benefits, Spark, Content Marketing, C++, Digital Marketing, Intellectual Property Law, Certified Public Accountant, Medical Practitioner","C++, Chartered Accountant, Compensation and Benefits, Content Marketing, Digital Marketing, Intellectual Property Law, Medical Practitioner, Performance Management, PyTorch, React, Spark",
"Negotiation, Critical Thinking, Intellectual Property Law, Medical Ethics, Business Development, GAAP, FastAPI, Corporate Finance, Budgeting","Accounting, Budgeting, Business Development, Critical Thinking, FastAPI, Intellectual Property Law, Jenkins, Medical Ethics, Negotiation","GAAP, Corporate Finance"
"Problem Solving, Kotlin, AWS, Process Improvement, GAAP, Kubernetes, Budgeting, Doctor, Clinical Research","ASP.NET, AWS, Budgeting, Clinical Research, Doctor, GAAP, Kotlin, Kubernetes, Leadership, Physician, Process Improvement",Problem Solving
"Team Leadership, Power BI, Employee Engagement, Digital Marketing, React, Adaptability","Adaptability, Business Development, Corporate Finance, Digital Marketing, Employee Engagement, Financial Reporting, Power BI, React, Swift, Team Leadership",
"Power BI, Brand Strategy, Tableau, Stakeholder Management, Critical Thinking, MLOps, Marketing Analytics, Salesforce, IFRS","Brand Strategy, Critical Thinking, Doctor, IFRS, Marketing Analytics, Power BI, PyTorch, Salesforce, Stakeholder Management, Tableau",MLOps
"Team Leadership, Java, Power BI, Computer Vision, Lead Generation, DevOps, Orthopedics, Flask, Certified Public Accountant, AWS","AWS, Brand Strategy, Certified Public Accountant, Computer Vision, DevOps, Employee Engagement, Flask, Java, Orthopedics, Patient Examination, Power BI, Tableau, Team Leadership",Lead Generation
"Digital Marketing, Scrum, Bookkeeping, B2C Sales, Radiology, Communication","Bookkeeping, Communication, Data Analysis, Data Warehousing, Key Account Management, Machine Learning, Performance Marketing, Radiology, Scrum, Spring Boot",B2C Sales
"Linux, Training and Development, Python, Legal Research, Spark, Taxation, Brand Strategy","Brand Strategy, Data Analysis, Leadership, Linux, Portfolio Management, Python, Sales, Scrum, Spark, Taxation, Training and Development",Legal Research
"Business Development, Python, Swift, Social Media Marketing, Bookkeeping, Litigation","Bookkeeping, Business Development, C++, Litigation, Python, Radiology, Social Media Marketing, Valuation",Swift
"Team Leadership, Lawyer, IFRS, Diagnosis, Docker, Mediation, Compensation and Benefits, Adaptability, Physician, Linux","Adaptability, Compensation and Benefits, Corporate Finance, Diagnosis, IFRS, Kubernetes, Lawyer, Physician, Radiology, Team Leadership","Mediation, Linux"
"Kotlin, Project Management, Strategic Planning, Data Analysis, Digital Marketing, TypeScript, Critical Thinking, Data Engineering, IFRS","Account Executive, Creativity, Data Analysis, Data Engineering, Digital Marketing, IFRS, JavaScript, Kotlin, Project Management, SEO, Strategic Planning, TypeScript",Critical Thinking
"Attorney, NoSQL, Kubernetes, Radiology, Deep Learning, Legal Research, MLOps, Supply Chain Management","Containerization, Deep Learning, Django, FastAPI, Financial Analysis, Lawyer, MLOps, Orthopedics, Radiology","NoSQL, Legal Research, Supply Chain Management"
"Sales, SEO, Ruby, Google Ads, FastAPI, .NET Core, Docker",".NET Core, Docker, FastAPI, Forecasting, Google Ads, Node.js, Portfolio Management, Ruby, SEO, Sales",
"Program Management, Risk Management, Internal Medicine, Certified Public Accountant, MLOps, NLP","Certified Public Accountant, Contract Drafting, Doctor, Internal Medicine, MLOps, NLP, Node.js, Risk Management, SQL",Program Management
".NET Core, ETL, Attorney, Java, CRM, Compliance","Attorney, C#, CRM, Corporate Law, DevOps, ETL, Google Cloud, Java, Risk Management, Salesforce",Compliance
"Go, Intellectual Property Law, Attorney, Recruitment, Team Leadership, Closing Deals",".NET Core, B2C Sales, Closing Deals, ETL, Go, Intellectual Property Law, Team Leadership","Attorney, Recruitment"
"Online Marketing, Project Management, Problem Solving, TensorFlow, Bookkeeping, Lead Generation, Sales","Business Development, Data Engineering, Problem Solving, Project Management, Prospecting, TensorFlow","Online Marketing, Bookkeeping"
"Go, Bookkeeping, PHP, Arbitration, Physician, Diagnosis, FastAPI","Angular, Arbitration, Bookkeeping, CA, Diagnosis, ETL, FastAPI, Go, Lead Generation, Medical Practitioner, Risk Management",PHP
"Agile, Computer Vision, Key Account Management, Time Management, Data Warehousing, Deep Learning, Java, ETL, Employee Engagement, Change Management","Agile, Change Management, Computer Vision, Diagnosis, ETL, Employee Engagement, Java, Key Account Management, Machine Learning, Pediatrics, Time Management",Data Warehousing
"Portfolio Management, R, Equity Research, .NET, Medical Ethics, Google Ads, Git","Attorney, Equity Research, Google Ads, Kotlin, Medical Ethics, Portfolio Management","R, .NET, Git"
"Human Resources, Market Research, Contract Drafting, MLOps, Brand Strategy, Communication, Google Ads","Chartered Accountant, Communication, Contract Drafting, Google Ads, HR, Market Research, Negotiation, Online Marketing, Prospecting","MLOps, Brand Strategy"
"Communication, Financial Reporting, Project Management, JavaScript, Hadoop, SEM, Go","Communication, Financial Reporting, Go, Hadoop, JavaScript, SEM, Strategic Planning",Project Management
"TypeScript, Portfolio Management, .NET, Prospecting, Training and Development, Talent Acquisition, Containerization, Adaptability","ASP.NET, Adaptability, Containerization, Email Marketing, GCP, Performance Management, Portfolio Management, Prospecting, Talent Acquisition, Training and Development, TypeScript",
"Radiology, GCP, Human Resources, Market Research, C#, PHP",".NET, Employee Engagement, GCP, Human Resources, Intellectual Property Law, Market Research, Radiology, SEM, Supply Chain Management, Taxation",PHP
"B2C Sales, Certified Public Accountant, Corporate Law, Java, Diagnosis, Git, SEO, Legal Research","B2C Sales, Certified Public Accountant, Corporate Law, Diagnosis, Git, Legal Research, Power BI, SEO",Java
"Logistics, Negotiation Skills, Digital Marketing, Compensation and Benefits, Machine Learning, Financial Reporting, CI/CD, Program Management, Adaptability","Adaptability, Attorney, CI/CD, Compensation and Benefits, Digital Marketing, Financial Reporting, Git, Logistics, Machine Learning, Negotiation Skills, Patient Examination, Physician, Project Management",
"Key Account Management, Communication, Swift, Performance Marketing, Docker, Mediation, PyTorch, Litigation, Radiology, Process Improvement","Brand Strategy, C#, Communication, Digital Marketing, Docker, Email Marketing, Google Ads, Key Account Management, Lawyer, Litigation, Mediation, PyTorch, Radiology, Swift",Process Improvement
"GAAP, Git, Contract Drafting, NoSQL, Process Improvement, Strategic Planning, Bookkeeping","Account Executive, Bookkeeping, Contract Drafting, GAAP, Git, NoSQL, Process Improvement, Strategic Planning",
"Recruitment, Financial Analysis, Internal Medicine, Risk Management, Prospecting, Power BI, Surgery, Orthopedics, SQL, B2B Sales","Brand Strategy, Criminal Law, Docker, Human Resources, Internal Medicine, Logistics, Power BI, Prospecting, Recruitment, SQL, Surgery","Financial Analysis, Risk Management, Orthopedics, B2B Sales"
"Power BI, Market Research, TypeScript, Accounting, Radiology, Tableau","Chartered Accountant, Corporate Finance, Market Research, Tableau","Power BI, TypeScript, Radiology"
"Performance Management, Budgeting, Mediation, B2C Sales, Online Marketing, Ruby","B2C Sales, Budgeting, Digital Marketing, Mediation, Patient Examination, Performance Management, Ruby",
"Creativity, Docker, Attorney, Forecasting, Employee Engagement, Orthopedics, ETL, Social Media Marketing, Civil Law, Email Marketing","Attorney, Bookkeeping, Creativity, Criminal Law, Docker, Email Marketing, Employee Engagement, Forecasting, Social Media Marketing","Orthopedics, ETL, Civil Law"
"Deep Learning, Change Management, React, Agile, Jenkins, Creativity, Google Cloud, Computer Vision, Recruitment","Agile, CA, Computer Vision, Creativity, Jenkins, Machine Learning, React, Recruitment","Change Management, Google Cloud"
"Portfolio Management, Chartered Accountant, TensorFlow, Cardiology, Google Ads, .NET Core, B2C Sales, Online Marketing, Internal Medicine, Intellectual Property Law","Accounting, B2C Sales, CRM, Digital Marketing, Google Ads, Intellectual Property Law, Internal Medicine, Portfolio Management, TensorFlow","Cardiology, .NET Core"
"Python, Java, .NET Core, Prospecting, SQL, Diagnosis, Chartered Accountant, Civil Law","Accounting, Civil Law, Communication, Data Analysis, Data Warehousing, Diagnosis, Java, Patient Examination, Process Improvement, Prospecting, Python, SQL",.NET Core
"Communication, Compensation and Benefits, Risk Management, Investment Analysis, Machine Learning, Internal Medicine, Tableau","Azure, Communication, Compensation and Benefits, Internal Medicine, Investment Analysis, Performance Management, PyTorch, Risk Management","Machine Learning, Tableau"
"Criminal Law, Valuation, B2B Sales, Patient Examination, GAAP, Training and Development, Orthopedics, Communication, Marketing Analytics",".NET, B2B Sales, Communication, GAAP, Google Cloud, Human Resources, Internal Medicine, Marketing Analytics, Orthopedics, Patient Examination, Project Management, Training and Development, Valuation",Criminal Law
"Valuation, TensorFlow, Litigation, Python, Containerization, Clinical Research, Key Account Management, SEM, TypeScript, Sales","Advocate, Clinical Research, Containerization, Deep Learning, Java, Key Account Management, Litigation, Logistics, SEM, TypeScript, Valuation","TensorFlow, Python, Sales"
"AWS, Machine Learning, Patient Examination, Critical Thinking, Cardiology, Kubernetes, Medical Practitioner, Doctor, Online Marketing","AWS, Cardiology, Creativity, Critical Thinking, Docker, Machine Learning, Mediation, Medical Practitioner, Patient Examination, Performance Management, Performance Marketing, Process Improvement",
"Git, Computer Vision, Medical Practitioner, Ruby, Jenkins, Taxation, Corporate Finance, Email Marketing, Angular","Angular, Corporate Finance, Email Marketing, Git, Investment Analysis, Jenkins, Medical Practitioner, Ruby","Computer Vision, Taxation"
"Cardiology, Supply Chain Management, Deep Learning, R, Tableau, Physician, TypeScript, Legal Research, Containerization","Cardiology, Deep Learning, Docker, Kubernetes, Legal Research, MLOps, R, Supply Chain Management, Tableau, TypeScript",Physician
".NET, Doctor, Advocate, Medical Practitioner, Physician, Corporate Law, Valuation",".NET, Accounting, Advocate, Doctor, Negotiation, Physician, Presentation Skills, SEM, Valuation",Corporate Law
"Computer Vision, Compensation and Benefits, Physician, Angular, Cardiology, Change Management, C++","C++, Cardiology, Change Management, Computer Vision, Content Marketing, Physician","Compensation and Benefits, Angular"
"Diagnosis, Scrum, Communication, Advocate, CRM, Financial Reporting, Portfolio Management, CA, Git","Advocate, CA, CRM, Communication, Contract Drafting, Diagnosis, Financial Reporting, SQL, Scrum","Portfolio Management, Git"
"Litigation, Program Management, Talent Acquisition, Lead Generation, Key Account Management, Spring Boot, Terraform, Hadoop, Accounting, Creativity","Accounting, Creativity, Hadoop, Litigation, Prospecting, Ruby, Spring Boot, Talent Acquisition, Terraform","Program Management, Key Account Management"
"Spark, Portfolio Management, Bookkeeping, ASP.NET, GAAP, Flask, HR, Creativity, Patient Examination","ASP.NET, Account Executive, Audit, B2C Sales, Creativity, Digital Marketing, Flask, HR, Portfolio Management, Spark","Bookkeeping, GAAP, Patient Examination"
"TypeScript, ASP.NET, Talent Acquisition, Arbitration, Deep Learning, AWS, PyTorch, Lead Generation, Intellectual Property Law, Flask",".NET, AWS, Agile, Intellectual Property Law, Lead Generation, PyTorch, R, Recruitment, Talent Acquisition, TypeScript","Arbitration, Deep Learning, Flask"
"Python, Containerization, Prospecting, Product Management, Computer Vision, Adaptability","Adaptability, Business Development, Cardiology, Containerization, Lead Generation, Product Management, Python, Valuation",Computer Vision
"Google Cloud, Git, Litigation, Supply Chain Management, AWS, Human Resources, Email Marketing, C#, C++, Process Improvement","C++, Email Marketing, Git, Human Resources, Litigation, Online Marketing, Process Improvement, Supply Chain Management","Google Cloud, AWS, C#"
"Negotiation, Go, Accounting, Ruby, Agile, AWS, Kotlin","Agile, CA, GCP, Kotlin, Market Research, Negotiation, Node.js, Power BI, R","Go, Ruby, AWS"
"Civil Law, Intellectual Property Law, Teamwork, Financial Analysis, Compliance, TypeScript","Account Executive, DevOps, Diagnosis, Project Management, Teamwork","Civil Law, Intellectual Property Law, Financial Analysis, Compliance, TypeScript"
"MLOps, Bookkeeping, Leadership, Project Management, Hadoop, Contract Drafting","Bookkeeping, Contract Drafting, Data Warehousing, Hadoop, MLOps, Project Management, Risk Management, Vue",Leadership
"Java, Time Management, MLOps, Python, Marketing Analytics, SEM, Node.js, Business Development, Doctor","Content Marketing, Java, MLOps, Node.js, Python, SEO","Time Management, Marketing Analytics, Business Development, Doctor"
"Closing Deals, Critical Thinking, Bookkeeping, .NET, Financial Analysis, Content Marketing",".NET, Bookkeeping, Change Management, Content Marketing, Critical Thinking, Financial Analysis",Closing Deals
"Jenkins, Leadership, Valuation, Hadoop, CI/CD, Terraform, SEM, TypeScript, Radiology","Attorney, CI/CD, Legal Research, Radiology, SEM, Terraform","Jenkins, Leadership, Valuation, Hadoop, TypeScript"
